track_id,split,drummer,session,kit,take,stems_dir
Track00254,validation,drummer1,session2,east_bay,142_gospel_120_beat_4-4,data/StemGMD_org_9stem/validation/Track00254
Track00308,test,drummer1,session2,east_bay,131_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/test/Track00308
Track02554,train,drummer1,session2,east_bay,92_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02554
Track02555,train,drummer1,session2,east_bay,28_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02555
Track02556,train,drummer1,session2,east_bay,136_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02556
Track02557,train,drummer1,session2,east_bay,168_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02557
Track00255,validation,drummer1,session2,east_bay,143_gospel_120_fill_4-4,data/StemGMD_org_9stem/validation/Track00255
Track02558,train,drummer1,session2,east_bay,26_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02558
Track02559,train,drummer1,session2,east_bay,4_jazz_120_beat_3-4,data/StemGMD_org_9stem/train/Track02559
Track00309,test,drummer1,session2,east_bay,30_country_114_fill_4-4,data/StemGMD_org_9stem/test/Track00309
Track02560,train,drummer1,session2,east_bay,54_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02560
Track02561,train,drummer1,session2,east_bay,69_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02561
Track02562,train,drummer1,session2,east_bay,178_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02562
Track02563,train,drummer1,session2,east_bay,72_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02563
Track00310,test,drummer1,session2,east_bay,49_punk_128_fill_4-4,data/StemGMD_org_9stem/test/Track00310
Track02564,train,drummer1,session2,east_bay,145_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02564
Track00256,validation,drummer1,session2,east_bay,195_rock_115_fill_4-4,data/StemGMD_org_9stem/validation/Track00256
Track02565,train,drummer1,session2,east_bay,120_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02565
Track02566,train,drummer1,session2,east_bay,59_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02566
Track02567,train,drummer1,session2,east_bay,90_funk-rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track02567
Track02568,train,drummer1,session2,east_bay,154_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02568
Track02569,train,drummer1,session2,east_bay,55_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02569
Track00311,test,drummer1,session2,east_bay,16_country_114_fill_4-4,data/StemGMD_org_9stem/test/Track00311
Track00312,test,drummer1,session2,east_bay,48_punk_128_fill_4-4,data/StemGMD_org_9stem/test/Track00312
Track02570,train,drummer1,session2,east_bay,175_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02570
Track02571,train,drummer1,session2,east_bay,31_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02571
Track02572,train,drummer1,session2,east_bay,108_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02572
Track02573,train,drummer1,session2,east_bay,173_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02573
Track02574,train,drummer1,session2,east_bay,171_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02574
Track00257,validation,drummer1,session2,east_bay,14_country_114_fill_4-4,data/StemGMD_org_9stem/validation/Track00257
Track00313,test,drummer1,session2,east_bay,99_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/test/Track00313
Track02575,train,drummer1,session2,east_bay,109_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02575
Track02576,train,drummer1,session2,east_bay,117_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02576
Track02577,train,drummer1,session2,east_bay,39_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02577
Track02578,train,drummer1,session2,east_bay,68_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02578
Track02579,train,drummer1,session2,east_bay,51_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02579
Track02580,train,drummer1,session2,east_bay,3_latin-chacarera_118_beat_4-4,data/StemGMD_org_9stem/train/Track02580
Track02581,train,drummer1,session2,east_bay,75_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02581
Track02582,train,drummer1,session2,east_bay,80_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02582
Track00314,test,drummer1,session2,east_bay,119_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/test/Track00314
Track02583,train,drummer1,session2,east_bay,88_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02583
Track02584,train,drummer1,session2,east_bay,91_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02584
Track02585,train,drummer1,session2,east_bay,65_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02585
Track02586,train,drummer1,session2,east_bay,164_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02586
Track02587,train,drummer1,session2,east_bay,43_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02587
Track02588,train,drummer1,session2,east_bay,193_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02588
Track02589,train,drummer1,session2,east_bay,95_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02589
Track02590,train,drummer1,session2,east_bay,105_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02590
Track02591,train,drummer1,session2,east_bay,140_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02591
Track02592,train,drummer1,session2,east_bay,161_afrocuban-rhumba_110_beat_4-4,data/StemGMD_org_9stem/train/Track02592
Track02593,train,drummer1,session2,east_bay,132_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02593
Track02594,train,drummer1,session2,east_bay,53_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02594
Track00258,validation,drummer1,session2,east_bay,133_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/validation/Track00258
Track02595,train,drummer1,session2,east_bay,112_afrocuban-bembe_122_beat_4-4,data/StemGMD_org_9stem/train/Track02595
Track02596,train,drummer1,session2,east_bay,52_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02596
Track02597,train,drummer1,session2,east_bay,121_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02597
Track02598,train,drummer1,session2,east_bay,162_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02598
Track02599,train,drummer1,session2,east_bay,63_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02599
Track02600,train,drummer1,session2,east_bay,124_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02600
Track02601,train,drummer1,session2,east_bay,96_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02601
Track02602,train,drummer1,session2,east_bay,180_rock_50_beat_4-4,data/StemGMD_org_9stem/train/Track02602
Track02603,train,drummer1,session2,east_bay,66_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02603
Track02604,train,drummer1,session2,east_bay,81_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02604
Track00315,test,drummer1,session2,east_bay,116_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/test/Track00315
Track02605,train,drummer1,session2,east_bay,157_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02605
Track02606,train,drummer1,session2,east_bay,71_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02606
Track00259,validation,drummer1,session2,east_bay,185_rock_115_fill_4-4,data/StemGMD_org_9stem/validation/Track00259
Track02607,train,drummer1,session2,east_bay,165_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02607
Track02608,train,drummer1,session2,east_bay,7_jazz-march_88_beat_4-4,data/StemGMD_org_9stem/train/Track02608
Track02609,train,drummer1,session2,east_bay,103_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02609
Track02610,train,drummer1,session2,east_bay,153_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02610
Track02611,train,drummer1,session2,east_bay,33_punk_128_beat_4-4,data/StemGMD_org_9stem/train/Track02611
Track02612,train,drummer1,session2,east_bay,129_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02612
Track02613,train,drummer1,session2,east_bay,141_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02613
Track02614,train,drummer1,session2,east_bay,97_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02614
Track02615,train,drummer1,session2,east_bay,85_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02615
Track02616,train,drummer1,session2,east_bay,187_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02616
Track02617,train,drummer1,session2,east_bay,76_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02617
Track02618,train,drummer1,session2,east_bay,152_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02618
Track02619,train,drummer1,session2,east_bay,170_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02619
Track00260,validation,drummer1,session2,east_bay,87_punk_144_fill_4-4,data/StemGMD_org_9stem/validation/Track00260
Track00261,validation,drummer1,session2,east_bay,188_rock_115_fill_4-4,data/StemGMD_org_9stem/validation/Track00261
Track02620,train,drummer1,session2,east_bay,94_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02620
Track02621,train,drummer1,session2,east_bay,128_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02621
Track02622,train,drummer1,session2,east_bay,12_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02622
Track00262,validation,drummer1,session2,east_bay,150_gospel_120_fill_4-4,data/StemGMD_org_9stem/validation/Track00262
Track02623,train,drummer1,session2,east_bay,125_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02623
Track00316,test,drummer1,session2,east_bay,24_country_114_fill_4-4,data/StemGMD_org_9stem/test/Track00316
Track02624,train,drummer1,session2,east_bay,192_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02624
Track00317,test,drummer1,session2,east_bay,98_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/test/Track00317
Track02625,train,drummer1,session2,east_bay,17_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02625
Track00318,test,drummer1,session2,east_bay,160_gospel_120_fill_4-4,data/StemGMD_org_9stem/test/Track00318
Track02626,train,drummer1,session2,east_bay,111_rock-prog_110_beat_5-4,data/StemGMD_org_9stem/train/Track02626
Track02627,train,drummer1,session2,east_bay,163_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02627
Track00319,test,drummer1,session2,east_bay,86_punk_144_fill_4-4,data/StemGMD_org_9stem/test/Track00319
Track02628,train,drummer1,session2,east_bay,182_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02628
Track00263,validation,drummer1,session2,east_bay,38_punk_128_fill_4-4,data/StemGMD_org_9stem/validation/Track00263
Track02629,train,drummer1,session2,east_bay,29_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02629
Track02630,train,drummer1,session2,east_bay,174_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02630
Track00264,validation,drummer1,session2,east_bay,78_punk_144_fill_4-4,data/StemGMD_org_9stem/validation/Track00264
Track02631,train,drummer1,session2,east_bay,8_jazz-march_176_beat_4-4,data/StemGMD_org_9stem/train/Track02631
Track02632,train,drummer1,session2,east_bay,186_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02632
Track00320,test,drummer1,session2,east_bay,82_punk_144_fill_4-4,data/StemGMD_org_9stem/test/Track00320
Track02633,train,drummer1,session2,east_bay,10_country_114_beat_4-4,data/StemGMD_org_9stem/train/Track02633
Track00265,validation,drummer1,session2,east_bay,196_rock_115_fill_4-4,data/StemGMD_org_9stem/validation/Track00265
Track02634,train,drummer1,session2,east_bay,106_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02634
Track02635,train,drummer1,session2,east_bay,46_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02635
Track00266,validation,drummer1,session2,brooklyn,134_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/validation/Track00266
Track02636,train,drummer1,session2,brooklyn,176_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02636
Track02637,train,drummer1,session2,brooklyn,56_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02637
Track00267,validation,drummer1,session2,brooklyn,135_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/validation/Track00267
Track02638,train,drummer1,session2,brooklyn,32_punk_140_beat_4-4,data/StemGMD_org_9stem/train/Track02638
Track00268,validation,drummer1,session2,brooklyn,149_gospel_120_fill_4-4,data/StemGMD_org_9stem/validation/Track00268
Track02639,train,drummer1,session2,brooklyn,138_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02639
Track02640,train,drummer1,session2,brooklyn,139_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02640
Track02641,train,drummer1,session2,brooklyn,126_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02641
Track02642,train,drummer1,session2,brooklyn,27_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02642
Track02643,train,drummer1,session2,brooklyn,179_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02643
Track02644,train,drummer1,session2,brooklyn,23_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02644
Track02645,train,drummer1,session2,brooklyn,93_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02645
Track02646,train,drummer1,session2,brooklyn,13_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02646
Track02647,train,drummer1,session2,brooklyn,34_punk_128_beat_4-4,data/StemGMD_org_9stem/train/Track02647
Track02648,train,drummer1,session2,brooklyn,115_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02648
Track02649,train,drummer1,session2,brooklyn,169_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02649
Track02650,train,drummer1,session2,brooklyn,73_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02650
Track00269,validation,drummer1,session2,brooklyn,198_rock_115_fill_4-4,data/StemGMD_org_9stem/validation/Track00269
Track02651,train,drummer1,session2,brooklyn,58_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02651
Track00270,validation,drummer1,session2,brooklyn,79_punk_144_fill_4-4,data/StemGMD_org_9stem/validation/Track00270
Track02652,train,drummer1,session2,brooklyn,146_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02652
Track02653,train,drummer1,session2,brooklyn,148_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02653
Track02654,train,drummer1,session2,brooklyn,151_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02654
Track02655,train,drummer1,session2,brooklyn,197_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02655
Track02656,train,drummer1,session2,brooklyn,15_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02656
Track02657,train,drummer1,session2,brooklyn,184_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02657
Track02658,train,drummer1,session2,brooklyn,122_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02658
Track02659,train,drummer1,session2,brooklyn,37_punk_128_beat_4-4,data/StemGMD_org_9stem/train/Track02659
Track02660,train,drummer1,session2,brooklyn,11_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02660
Track00271,validation,drummer1,session2,brooklyn,107_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/validation/Track00271
Track00272,validation,drummer1,session2,brooklyn,144_gospel_120_fill_4-4,data/StemGMD_org_9stem/validation/Track00272
Track02661,train,drummer1,session2,brooklyn,137_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02661
Track02662,train,drummer1,session2,brooklyn,183_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02662
Track02663,train,drummer1,session2,brooklyn,114_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02663
Track02664,train,drummer1,session2,brooklyn,5_jazz_200_beat_3-4,data/StemGMD_org_9stem/train/Track02664
Track02665,train,drummer1,session2,brooklyn,44_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02665
Track00273,validation,drummer1,session2,brooklyn,100_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/validation/Track00273
Track02666,train,drummer1,session2,brooklyn,189_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02666
Track02667,train,drummer1,session2,brooklyn,190_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02667
Track00274,validation,drummer1,session2,brooklyn,57_punk_128_fill_4-4,data/StemGMD_org_9stem/validation/Track00274
Track02668,train,drummer1,session2,brooklyn,45_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02668
Track00321,test,drummer1,session2,brooklyn,167_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/test/Track00321
Track02669,train,drummer1,session2,brooklyn,118_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02669
Track02670,train,drummer1,session2,brooklyn,64_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02670
Track02671,train,drummer1,session2,brooklyn,101_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02671
Track02672,train,drummer1,session2,brooklyn,104_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02672
Track02673,train,drummer1,session2,brooklyn,172_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02673
Track02674,train,drummer1,session2,brooklyn,156_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02674
Track02675,train,drummer1,session2,brooklyn,102_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02675
Track02676,train,drummer1,session2,brooklyn,74_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02676
Track00322,test,drummer1,session2,brooklyn,110_rock-prog_190_beat_4-4,data/StemGMD_org_9stem/test/Track00322
Track02677,train,drummer1,session2,brooklyn,20_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02677
Track00323,test,drummer1,session2,brooklyn,18_country_114_fill_4-4,data/StemGMD_org_9stem/test/Track00323
Track02678,train,drummer1,session2,brooklyn,155_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02678
Track02679,train,drummer1,session2,brooklyn,41_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02679
Track02680,train,drummer1,session2,brooklyn,127_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02680
Track02681,train,drummer1,session2,brooklyn,9_jazz-march_120_beat_4-4,data/StemGMD_org_9stem/train/Track02681
Track02682,train,drummer1,session2,brooklyn,50_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02682
Track02683,train,drummer1,session2,brooklyn,70_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02683
Track02684,train,drummer1,session2,brooklyn,177_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02684
Track02685,train,drummer1,session2,brooklyn,158_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02685
Track02686,train,drummer1,session2,brooklyn,77_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02686
Track02687,train,drummer1,session2,brooklyn,84_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02687
Track02688,train,drummer1,session2,brooklyn,42_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02688
Track02689,train,drummer1,session2,brooklyn,147_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02689
Track02690,train,drummer1,session2,brooklyn,22_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02690
Track00324,test,drummer1,session2,brooklyn,35_punk_128_beat_4-4,data/StemGMD_org_9stem/test/Track00324
Track02691,train,drummer1,session2,brooklyn,194_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02691
Track02692,train,drummer1,session2,brooklyn,61_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02692
Track02693,train,drummer1,session2,brooklyn,60_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02693
Track00275,validation,drummer1,session2,brooklyn,1_latin-chacarera_157_beat_3-4,data/StemGMD_org_9stem/validation/Track00275
Track00276,validation,drummer1,session2,brooklyn,62_punk_144_beat_4-4,data/StemGMD_org_9stem/validation/Track00276
Track02694,train,drummer1,session2,brooklyn,191_rock_115_fill_4-4,data/StemGMD_org_9stem/train/Track02694
Track02695,train,drummer1,session2,brooklyn,123_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02695
Track00277,validation,drummer1,session2,brooklyn,67_punk_144_fill_4-4,data/StemGMD_org_9stem/validation/Track00277
Track02696,train,drummer1,session2,brooklyn,89_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02696
Track02697,train,drummer1,session2,brooklyn,113_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02697
Track02698,train,drummer1,session2,brooklyn,166_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02698
Track02699,train,drummer1,session2,brooklyn,130_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02699
Track00278,validation,drummer1,session2,brooklyn,25_country_114_fill_4-4,data/StemGMD_org_9stem/validation/Track00278
Track02700,train,drummer1,session2,brooklyn,159_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02700
Track02701,train,drummer1,session2,brooklyn,19_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02701
Track02702,train,drummer1,session2,brooklyn,181_rock_115_beat_4-4,data/StemGMD_org_9stem/train/Track02702
Track00325,test,drummer1,session2,brooklyn,47_punk_128_fill_4-4,data/StemGMD_org_9stem/test/Track00325
Track02703,train,drummer1,session2,brooklyn,83_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02703
Track02704,train,drummer1,session2,brooklyn,2_latin-chacarera_118_beat_4-4,data/StemGMD_org_9stem/train/Track02704
Track02705,train,drummer1,session2,brooklyn,36_punk_128_beat_4-4,data/StemGMD_org_9stem/train/Track02705
Track02706,train,drummer1,session2,brooklyn,21_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02706
Track02707,train,drummer1,session2,brooklyn,40_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02707
Track02708,train,drummer1,session2,brooklyn,6_rock_102_beat_3-4,data/StemGMD_org_9stem/train/Track02708
Track00279,validation,drummer1,session2,brooklyn,142_gospel_120_beat_4-4,data/StemGMD_org_9stem/validation/Track00279
Track00326,test,drummer1,session2,brooklyn,131_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/test/Track00326
Track02709,train,drummer1,session2,brooklyn,92_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02709
Track02710,train,drummer1,session2,brooklyn,28_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02710
Track02711,train,drummer1,session2,brooklyn,136_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02711
Track02712,train,drummer1,session2,brooklyn,168_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02712
Track00280,validation,drummer1,session2,brooklyn,143_gospel_120_fill_4-4,data/StemGMD_org_9stem/validation/Track00280
Track02713,train,drummer1,session2,brooklyn,26_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02713
Track02714,train,drummer1,session2,brooklyn,4_jazz_120_beat_3-4,data/StemGMD_org_9stem/train/Track02714
Track00327,test,drummer1,session2,brooklyn,30_country_114_fill_4-4,data/StemGMD_org_9stem/test/Track00327
Track02715,train,drummer1,session2,brooklyn,54_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02715
Track02716,train,drummer1,session2,brooklyn,69_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02716
Track02717,train,drummer1,session2,brooklyn,178_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02717
Track02718,train,drummer1,session2,brooklyn,72_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02718
Track00328,test,drummer1,session2,brooklyn,49_punk_128_fill_4-4,data/StemGMD_org_9stem/test/Track00328
Track02719,train,drummer1,session2,brooklyn,145_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02719
Track00281,validation,drummer1,session2,brooklyn,195_rock_115_fill_4-4,data/StemGMD_org_9stem/validation/Track00281
Track02720,train,drummer1,session2,brooklyn,120_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02720
Track02721,train,drummer1,session2,brooklyn,59_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02721
Track02722,train,drummer1,session2,brooklyn,90_funk-rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track02722
Track02723,train,drummer1,session2,brooklyn,154_gospel_120_fill_4-4,data/StemGMD_org_9stem/train/Track02723
Track02724,train,drummer1,session2,brooklyn,55_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02724
Track00329,test,drummer1,session2,brooklyn,16_country_114_fill_4-4,data/StemGMD_org_9stem/test/Track00329
Track00330,test,drummer1,session2,brooklyn,48_punk_128_fill_4-4,data/StemGMD_org_9stem/test/Track00330
Track02725,train,drummer1,session2,brooklyn,175_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02725
Track02726,train,drummer1,session2,brooklyn,31_country_114_fill_4-4,data/StemGMD_org_9stem/train/Track02726
Track02727,train,drummer1,session2,brooklyn,108_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02727
Track02728,train,drummer1,session2,brooklyn,173_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02728
Track02729,train,drummer1,session2,brooklyn,171_afrocuban-rhumba_110_fill_4-4,data/StemGMD_org_9stem/train/Track02729
Track00282,validation,drummer1,session2,brooklyn,14_country_114_fill_4-4,data/StemGMD_org_9stem/validation/Track00282
Track00331,test,drummer1,session2,brooklyn,99_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/test/Track00331
Track02730,train,drummer1,session2,brooklyn,109_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02730
Track02731,train,drummer1,session2,brooklyn,117_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/train/Track02731
Track02732,train,drummer1,session2,brooklyn,39_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02732
Track02733,train,drummer1,session2,brooklyn,68_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02733
Track02734,train,drummer1,session2,brooklyn,51_punk_128_fill_4-4,data/StemGMD_org_9stem/train/Track02734
Track02735,train,drummer1,session2,brooklyn,3_latin-chacarera_118_beat_4-4,data/StemGMD_org_9stem/train/Track02735
Track02736,train,drummer1,session2,brooklyn,75_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02736
Track02737,train,drummer1,session2,brooklyn,80_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02737
Track00332,test,drummer1,session2,brooklyn,119_afrocuban-bembe_122_fill_4-4,data/StemGMD_org_9stem/test/Track00332
Track02738,train,drummer1,session2,brooklyn,88_punk_144_fill_4-4,data/StemGMD_org_9stem/train/Track02738
Track02739,train,drummer1,session2,brooklyn,91_funk-rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track02739
